Brazilian Phonk; Rubikdice; MONTAGEM PEGADORA; 2026	101,6142,6887,2239,2243,1025,14548,5480,24598,1025,18318,4270,2213,25039,26467,2050,1025,16798,2575,102
Anime OST; Yugo Kanno; 岸辺露伴は動かないのテーマ; 2018	101,8750,9808,2102,1025,9805,3995,22827,3630,1025,100,100,100,100,1672,100,1651,30193,30173,30197,30239,30265,30249,1025,2760,102
Anime OST; タニウチヒデキ; 期待; 2006	101,8750,9808,2102,1025,1709,30242,30222,30236,30245,30239,30227,1025,100,100,1025,2294,102
Hip-Hop; 50 Cent; In da Club; 2002	101,5099,1011,6154,1025,2753,9358,1025,1999,4830,2252,1025,2526,102
Voice Recording; Unknown; Voice Memo 20230131; 2023	101,2376,3405,1025,4242,1025,2376,24443,16798,14142,17134,2487,1025,16798,2509,102
Brazilian Phonk; UdieNnx; HXVSAGE; Mc Luizinho; AKAI (Slowed); 2025	101,6142,6887,2239,2243,1025,20904,9013,26807,1025,1044,2595,15088,4270,1025,11338,11320,10993,29344,1025,9875,2072,1006,9784,1007,1025,16798,2629,102
Unknown; Unknown; Голосования	101,4242,1025,4242,1025,1183,14150,29436,14150,29747,19259,28995,23483,102
Hard Rock; Led Zeppelin; Kashmir; 2015	101,2524,2600,1025,2419,22116,1025,13329,1025,2325,102
Game OST; Kai Rosenkranz; Cemetery; 2002	101,2208,9808,2102,1025,11928,21701,22272,14191,1025,4528,1025,2526,102
Arena Rock; Queen; We Will Rock You; 1977	101,5196,2600,1025,3035,1025,2057,2097,2600,2017,1025,3355,102
Psychedelic Rock; Traffic; Dear Mr. Fantasy; 1967	101,18147,2600,1025,4026,1025,6203,2720,1012,5913,1025,3476,102
Hip-Hop; 2Pac; Breathin’; 2001	101,5099,1011,6154,1025,1016,19498,1025,3052,2378,1521,1025,2541,102
Russian Rap; Агрессивный поток; Тема Хитрого Еврея	101,2845,9680,1025,1180,29741,16856,15290,29747,29747,10325,25529,18947,29113,10325,1194,14150,22919,14150,23925,1025,1197,15290,29745,10260,1200,10325,22919,16856,14150,29741,14150,1185,25529,16856,15290,17432,102
Russian Rock; Би-2; Варвара; 2000	101,2845,2600,1025,1181,10325,1011,1016,1025,1182,10260,16856,25529,10260,16856,10260,1025,2456,102
Synth-pop; Альянс; На Заре; 1987	101,24203,1011,3769,1025,1180,29436,23742,17432,18947,29747,1025,1192,10260,1187,10260,16856,15290,1025,3055,102
Russian Rap; Серёга; Черный бумер; 2003	101,2845,9680,1025,1196,15290,16856,15290,29741,10260,1025,1202,15290,16856,18947,29113,10325,1181,29748,29745,15290,16856,1025,2494,102
Russian Rock; Аквалазы; Колдунья	101,2845,2600,1025,1180,23925,25529,10260,29436,10260,29744,29113,1025,1189,14150,29436,29742,29748,18947,23742,17432,102
Russian Rock; Би-2; Шамбала; 2009	101,2845,2600,1025,1181,10325,1011,1016,1025,1203,10260,29745,29740,10260,29436,10260,1025,2268,102
Russian Rock; Кино; Группа крови; 1989	101,2845,2600,1025,1189,10325,18947,14150,1025,1183,16856,29748,29746,29746,10260,1189,16856,19259,10325,1025,2960,102
Russian Pop; GAYAZOV$ BROTHER$; Малиновая Лада; 2021	101,2845,3769,1025,5637,10936,4492,1002,2567,1002,1025,1191,10260,29436,10325,18947,19259,10260,17432,1190,10260,29742,10260,1025,25682,102
Comedy; Павел Воля; Всё будет офигенно; 2007	101,4038,1025,1194,10260,25529,15290,29436,1182,14150,29436,17432,1025,1182,29747,15290,1181,29748,29742,15290,22919,1193,29749,10325,29741,15290,18947,18947,14150,1025,2289,102
Ringtone; Unknown; Мелодия звонка	101,3614,5524,1025,4242,1025,1191,15290,29436,14150,29742,23483,1187,25529,14150,18947,28598,102
Soviet Rock; Земляне; Трава у дома; 2005	101,3354,2600,1025,1187,15290,29745,29436,17432,18947,15290,1025,1197,16856,10260,25529,10260,1198,1184,14150,29745,10260,1025,2384,102
Russian Rock; Кино; Последний герой; 1989	101,2845,2600,1025,1189,10325,18947,14150,1025,1194,14150,29747,29436,15290,29742,18947,15414,1183,15290,16856,14150,10325,1025,2960,102
Russian Rock; Кино; Хочу перемен; 1989	101,2845,2600,1025,1189,10325,18947,14150,1025,1200,14150,29752,29748,1194,15290,16856,15290,29745,15290,18947,1025,2960,102
Russian Rock; Кино; Пачка сигарет; 1989	101,2845,2600,1025,1189,10325,18947,14150,1025,1194,10260,29752,28598,1196,10325,29741,10260,16856,15290,22919,1025,2960,102
Soviet Song; Концертный ансамбль %22Успех%22; Богатырская наша сила	101,3354,2299,1025,1189,14150,18947,29751,15290,16856,22919,18947,29113,10325,1180,18947,29747,10260,29745,29740,29436,23742,1003,2570,29748,29747,29746,15290,29750,1003,2570,1025,1181,14150,29741,10260,22919,29113,16856,29747,28598,17432,1192,10260,29753,10260,1196,10325,29436,10260,102
Russian Rock; Мумий Тролль; Утекай; 1997	101,2845,2600,1025,1191,29748,29745,15414,1197,16856,14150,29436,29436,23742,1025,1198,22919,15290,28598,10325,1025,2722,102
Russian Rock; Кино; Восьмиклассница; 1982	101,2845,2600,1025,1189,10325,18947,14150,1025,1182,14150,29747,23742,29745,10325,23925,29436,10260,29747,29747,18947,10325,29751,10260,1025,3196,102
Russian Pop; Константин Меладзе; Не пугайся, детка; 2025	101,2845,3769,1025,1189,14150,18947,29747,22919,28995,22919,10325,18947,1191,15290,29436,10260,29742,29744,15290,1025,1192,15290,1194,29748,29741,10260,10325,29747,17432,1010,1184,15290,22919,28598,1025,16798,2629,102
Horror Punk; Король и Шут; Джокер; 2006	101,5469,7196,1025,1189,14150,16856,14150,29436,23742,1188,1203,29748,22919,1025,1184,29743,14150,23925,15290,16856,1025,2294,102
Internet Meme; Various; Гимн качков x За тебя калым отдам (TikTok Mashup)	101,4274,2033,4168,1025,2536,1025,1183,10325,29745,18947,1189,10260,29752,23925,19259,1060,1187,10260,1197,15290,29740,17432,1189,10260,29436,29113,29745,1193,22919,29742,10260,29745,1006,14841,25509,6559,16137,6979,2361,1007,102
Russian Eurodance; Кар-Мэн; Это Сан-Франциско; 1999	101,2845,9944,25514,1025,1189,10260,16856,1011,1191,29756,18947,1025,1208,22919,14150,1196,28995,1011,1199,16856,28995,29751,10325,29747,23925,14150,1025,2639,102
Horror Punk; Король и Шут; Кукла колдуна; 1999	101,5469,7196,1025,1189,14150,16856,14150,29436,23742,1188,1203,29748,22919,1025,1189,29748,23925,29436,10260,1189,14150,29436,29742,29748,19865,1025,2639,102
Russian Dance-pop; Татьяна Буланова; Ясный мой свет (Velum Remix)	101,2845,3153,1011,3769,1025,1197,10260,22919,23742,17432,19865,1181,29748,29436,28995,19259,10260,1025,1210,29747,18947,29113,10325,1191,14150,10325,1196,25529,15290,22919,1006,2310,12942,6136,1007,102
Russian Rap; Куба; Вставай, Донбасс!; 2020	101,2845,9680,1025,1189,29748,29740,10260,1025,1182,29747,22919,10260,25529,10260,10325,1010,1184,14150,18947,29740,10260,29747,29747,999,1025,12609,102
Film Score; Wendy Carlos; Title Music from A Clockwork Orange (from Purcell's "Music for the Funeral of Queen Mary"); 1972	101,2143,3556,1025,12815,5828,1025,2516,2189,2013,1037,5119,6198,4589,1006,2013,26429,1005,1055,1000,2189,2005,1996,6715,1997,3035,2984,1000,1007,1025,3285,102
Russian Indie; Серебряная свадьба; Я жизнь люблю...; 2012	101,2845,10271,1025,1196,15290,16856,15290,29740,16856,17432,19865,17432,1196,25529,10260,29742,23742,29740,10260,1025,1210,1186,10325,29744,18947,23742,1190,29757,29740,29436,29757,1012,1012,1012,1025,2262,102
Russian Pop; Татьяна Буланова; Ясный мой свет; 1996	101,2845,3769,1025,1197,10260,22919,23742,17432,19865,1181,29748,29436,28995,19259,10260,1025,1210,29747,18947,29113,10325,1191,14150,10325,1196,25529,15290,22919,1025,2727,102
Alternative Rock; Counting Crows; Accidentally in Love; 2004	101,4522,2600,1025,10320,21623,1025,9554,1999,2293,1025,2432,102
Russian Folk; Красноармейские частушки; Эх, яблочко! (Красноармейские частушки)	101,2845,5154,1025,1189,16856,10260,29747,18947,14150,10260,16856,29745,15290,10325,29747,23925,10325,15290,1202,10260,29747,22919,29748,29753,23925,10325,1025,1208,29750,1010,1210,29740,29436,14150,29752,23925,14150,999,1006,1189,16856,10260,29747,18947,14150,10260,16856,29745,15290,10325,29747,23925,10325,15290,1202,10260,29747,22919,29748,29753,23925,10325,1007,102
Russian Pop Rock; Чи-Ли; Лето; 2006	101,2845,3769,2600,1025,1202,10325,1011,1190,10325,1025,1190,15290,22919,14150,1025,2294,102
Electroclash; Le Tigre; Deceptacon; 2018	101,16175,20464,11823,1025,3393,14841,17603,1025,11703,23606,22684,2078,1025,2760,102
Synth-pop; a‐ha; Take on Me; 2018	101,24203,1011,3769,1025,1037,1513,5292,1025,2202,2006,2033,1025,2760,102
Hard Rock; AC/DC; Back in Black; 1980	101,2524,2600,1025,9353,1013,5887,1025,2067,1999,2304,1025,3150,102
Russian Pop; Иван Дорн; Стыцамен; 2011	101,2845,3769,1025,1188,25529,28995,1184,14150,16856,18947,1025,1196,22919,29113,29751,10260,29745,15290,18947,1025,2249,102
Eurodance; Akcent; Kylie; 2005	101,9944,25514,1025,17712,13013,1025,9008,1025,2384,102
Hard Rock; AC/DC; Highway to Hell; 2018	101,2524,2600,1025,9353,1013,5887,1025,3307,2000,3109,1025,2760,102
Hard Rock; AC/DC; T.N.T.; 1975	101,2524,2600,1025,9353,1013,5887,1025,1056,1012,1050,1012,1056,1012,1025,3339,102
Disco; ABBA; Mamma Mia; 2009	101,12532,1025,11113,3676,1025,5003,14760,8764,1025,2268,102
House; Alex Gaudino; Destination Calabria; 2007	101,2160,1025,4074,11721,21041,3630,1025,7688,29430,1025,2289,102
Hard Rock; AC/DC; Thunderstruck; 2010	101,2524,2600,1025,9353,1013,5887,1025,8505,3367,29314,1025,2230,102
Classical Crossover; Aled Jones; Lucky, Lucky, Lucky Me; 2019	101,4556,16335,1025,15669,2094,3557,1025,5341,1010,5341,1010,5341,2033,1025,10476,102
Indie Rock; alt‐J; Left Hand Free; 2014	101,10271,2600,1025,12456,1513,1046,1025,2187,2192,2489,1025,2297,102
Soft Rock; Aliotta Haynes Jeremiah; Lake Shore Drive; 1973	101,3730,2600,1025,4862,14517,2050,21805,17526,1025,2697,5370,3298,1025,3381,102
Hard Rock; Aerosmith; Dream On; 1973	101,2524,2600,1025,18440,21405,1025,3959,2006,1025,3381,102
Production Music; Dave James; Sonic Requiem; 2009	101,2537,2189,1025,4913,2508,1025,12728,21199,1025,2268,102
Anime OST; 富永TOMMY弘明; ジョジョ 〜その血の運命〜 (ORIGINAL KARAOKE); 2012	101,8750,9808,2102,1025,100,1896,6838,1843,1865,1025,1706,30256,30232,30256,1645,1660,30197,100,1671,100,100,1645,1006,2434,13173,11045,1007,1025,2262,102
Production Music; The James Taylor Quartet; Sweet Revival	101,2537,2189,1025,1996,2508,4202,8530,1025,4086,6308,102
Trip Hop; William Davies; Dreaming Out Of Time	101,4440,6154,1025,2520,9082,1025,12802,2041,1997,2051,102
TV Score; Алексей Шелыгин; Бригада. Пролог; 2003	101,2694,3556,1025,1180,29436,15290,23925,29747,15290,10325,1203,15290,29436,29113,29741,10325,18947,1025,1181,16856,10325,29741,10260,29742,10260,1012,1194,16856,14150,29436,14150,29741,1025,2494,102
Anime OST; 澤野弘之; [104EYES-29CA2]suite-2楽章; 2018	101,8750,9808,2102,1025,100,1963,1843,1749,1025,1031,9645,17683,2015,1011,2756,3540,2475,1033,7621,1011,1016,100,1932,1025,2760,102
Eurodance; Arash; Восточные Сказки; 2005	101,9944,25514,1025,19027,4095,1025,1182,14150,29747,22919,14150,29752,18947,29113,15290,1196,28598,29744,23925,10325,1025,2384,102
Film Score; Bill Conti; Rocky: Gonna Fly Now; 2006	101,2143,3556,1025,3021,9530,3775,1025,6857,1024,6069,4875,2085,1025,2294,102
Phonk; onimxru x smithmane; shadow (slowed + reverb)	101,6887,2239,2243,1025,2006,5714,2595,6820,1060,3044,2386,2063,1025,5192,1006,9784,1009,7065,2121,2497,1007,102
Eurodance; Bellini; Samba de Janeiro (Club Mix); 1997	101,9944,25514,1025,4330,5498,1025,29086,2139,11497,1006,2252,4666,1007,1025,2722,102
Eurodance; Aqua; Barbie Girl; 2011	101,9944,25514,1025,28319,1025,22635,2611,1025,2249,102
Film Score; Thomas Newman; American Beauty	101,2143,3556,1025,2726,10625,1025,2137,5053,102
Russian Folk Pop; Татьяна Куртукова; Матушка; 2022	101,2845,5154,3769,1025,1197,10260,22919,23742,17432,19865,1189,29748,16856,22919,29748,23925,19259,10260,1025,1191,10260,22919,29748,29753,28598,1025,16798,2475,102
Eurodance; Army of Lovers; Crucified; 2010	101,9944,25514,1025,2390,1997,10205,1025,13675,14194,7810,1025,2230,102
Dance-Rock; Bill Medley; (I’ve Had) The Time of My Life; 2018	101,3153,1011,2600,1025,3021,13863,1025,1006,1045,1521,2310,2018,1007,1996,2051,1997,2026,2166,1025,2760,102
R&B; Beyoncé; Crazy in Love; 2003	101,1054,1004,1038,1025,20773,1025,4689,1999,2293,1025,2494,102
Film Score; Michael Giacchino; Spider-Man: Homecoming Suite; 2017	101,2143,3556,1025,2745,27699,25955,3630,1025,6804,1011,2158,1024,20772,7621,1025,2418,102
Soft Rock; Billy Joel; Piano Man; 2017	101,3730,2600,1025,5006,8963,1025,3682,2158,1025,2418,102
Pop Rock; Billy Joel; Pressure; 1982	101,3769,2600,1025,5006,8963,1025,3778,1025,3196,102
Pop Rock; Billy Joel; Uptown Girl; 2001	101,3769,2600,1025,5006,8963,1025,28539,2611,1025,2541,102
Dance-Pop; Dua Lipa; Love Again; 2020	101,3153,1011,3769,1025,4241,2050,5423,2050,1025,2293,2153,1025,12609,102
Punk Rock; Егор Летов; Отряд не заметил потери бойца; 2005	101,7196,2600,1025,1185,29741,14150,16856,1190,15290,22919,19259,1025,1193,22919,16856,17432,29742,1192,15290,1187,10260,29745,15290,22919,10325,29436,1194,14150,22919,15290,16856,10325,1181,14150,10325,29751,10260,1025,2384,102
Russian Rock; Кино; Спокойная ночь; 1998	101,2845,2600,1025,1189,10325,18947,14150,1025,1196,29746,14150,23925,14150,10325,19865,17432,1192,14150,29752,23742,1025,2687,102
Russian Eurodance; Кар-Мэн; Чио-Чио-сан; 1991	101,2845,9944,25514,1025,1189,10260,16856,1011,1191,29756,18947,1025,1202,10325,14150,1011,1202,10325,14150,1011,1196,28995,1025,2889,102
Horror Punk; Король и Шут; Ром; 2006	101,5469,7196,1025,1189,14150,16856,14150,29436,23742,1188,1203,29748,22919,1025,1195,14150,29745,1025,2294,102
Horror Punk; Король и Шут; Прыгну со скалы; 1999	101,5469,7196,1025,1189,14150,16856,14150,29436,23742,1188,1203,29748,22919,1025,1194,16856,29113,29741,18947,29748,1196,14150,1196,28598,29436,29113,1025,2639,102
Russian Rock; ДДТ; Просвистела; 1999	101,2845,2600,1025,1184,29742,22919,1025,1194,16856,14150,29747,25529,10325,29747,22919,15290,29436,10260,1025,2639,102
Children's Music; Смешарики; Снотворец; 2024	101,2336,1005,1055,2189,1025,1196,29745,15290,29753,10260,16856,10325,23925,10325,1025,1196,18947,14150,22919,25529,14150,16856,15290,29751,1025,16798,2549,102
Electronic Dance Music; Calvin Harris; Summer; 2014	101,4816,3153,2189,1025,11130,5671,1025,2621,1025,2297,102
Children's Music; Смешарики; Город Омск; 2021	101,2336,1005,1055,2189,1025,1196,29745,15290,29753,10260,16856,10325,23925,10325,1025,1183,14150,16856,14150,29742,1193,29745,29747,23925,1025,25682,102
Horror Punk; Король и Шут; Танец злобного гения; 2010	101,5469,7196,1025,1189,14150,16856,14150,29436,23742,1188,1203,29748,22919,1025,1197,28995,15290,29751,1187,29436,14150,29740,18947,14150,29741,14150,1183,15290,18947,23483,1025,2230,102
Hardstyle; klayedd; Я свободен (Gay Remix); 2024	101,2524,21756,2571,1025,1047,8485,22367,1025,1210,1196,25529,14150,29740,14150,29742,15290,18947,1006,5637,6136,1007,1025,16798,2549,102
Deep House; Aaron Smith; Dancin - Krono Remix; 2004	101,2784,2160,1025,7158,3044,1025,4907,15459,1011,1047,4948,2080,6136,1025,2432,102
Russian Rock; КриК; Гимн рок-н-ролла; 2021	101,2845,2600,1025,1189,16856,10325,23925,1025,1183,10325,29745,18947,1195,14150,23925,1011,1192,1011,1195,14150,29436,29436,10260,1025,25682,102
Russian Rock; ДДТ; Родина; 1992	101,2845,2600,1025,1184,29742,22919,1025,1195,14150,29742,10325,19865,1025,2826,102
Hard Rock; AC/DC; Shoot to Thrill; 2010	101,2524,2600,1025,9353,1013,5887,1025,5607,2000,16959,1025,2230,102
Russian Rock; Nautilus Pompilius; Прогулки по воде; 1991	101,2845,2600,1025,6583,21823,7393,13433,8737,18622,2271,1025,1194,16856,14150,29741,29748,29436,23925,10325,1194,14150,1182,14150,29742,15290,1025,2889,102
Production Music; Barrie Gledden; Clean Sweep; 2009	101,2537,2189,1025,24953,1043,3709,4181,1025,4550,11740,1025,2268,102
Film Score; Christophe Beck; Theme From Ant-Man; 2015	101,2143,3556,1025,23978,10272,1025,4323,2013,14405,1011,2158,1025,2325,102
Production Music; Christian Marsac; Space Boogie; 2011	101,2537,2189,1025,3017,7733,6305,1025,2686,21495,1025,2249,102
Sound Effect; InnerSloth; Role Reveal; 2018	101,2614,3466,1025,5110,14540,14573,1025,2535,7487,1025,2760,102
Film Score; Alan Silvestri; Portals; 2019	101,2143,3556,1025,5070,9033,20899,18886,1025,27388,1025,10476,102
Hip-Hop; AZ; Raw Deal	101,5099,1011,6154,1025,17207,1025,6315,3066,102
Trip Hop; William Davies; Facing South	101,4440,6154,1025,2520,9082,1025,5307,2148,102
Eurodance; Sash!; Ecuador; 2008	101,9944,25514,1025,24511,999,1025,10378,1025,2263,102
Hard Rock; AC/DC; Rock or Bust; 2014	101,2524,2600,1025,9353,1013,5887,1025,2600,2030,13950,1025,2297,102
Production Music; Christian Marsac; The Way We Were; 2009	101,2537,2189,1025,3017,7733,6305,1025,1996,2126,2057,2020,1025,2268,102
Russian Punk; Сектор Газа; Частушки; 1992	101,2845,7196,1025,1196,15290,23925,22919,14150,16856,1183,10260,29744,10260,1025,1202,10260,29747,22919,29748,29753,23925,10325,1025,2826,102
Soul; Aretha Franklin; Respect; 1996	101,3969,1025,2024,8322,5951,1025,4847,1025,2727,102
Soft Rock; B.J. Thomas; Raindrops Keep Fallin’ on My Head; 1969	101,3730,2600,1025,1038,1012,1046,1012,2726,1025,4542,25711,2015,2562,2991,2378,1521,2006,2026,2132,1025,3440,102
